x,y,contour_id,colour
500,185,0,#FF0000
498,187,0,#FF0000
498,189,0,#FF0000
498,191,0,#FF0000
498,193,0,#FF0000
497,193,0,#FF0000
497,195,0,#FF0000
497,196,0,#FF0000
495,198,0,#FF0000
495,200,0,#FF0000
495,202,0,#FF0000
493,204,0,#FF0000
493,205,0,#FF0000
493,207,0,#FF0000
491,209,0,#FF0000
491,211,0,#FF0000
491,213,0,#FF0000
491,215,0,#FF0000
491,216,0,#FF0000
491,218,0,#FF0000
489,218,0,#FF0000
489,220,0,#FF0000
489,222,0,#FF0000
489,224,0,#FF0000
489,225,0,#FF0000
489,227,0,#FF0000
489,229,0,#FF0000
487,229,0,#FF0000
487,231,0,#FF0000
487,233,0,#FF0000
487,235,0,#FF0000
487,236,0,#FF0000
487,238,0,#FF0000
486,240,0,#FF0000
486,242,0,#FF0000
486,244,0,#FF0000
486,245,0,#FF0000
486,247,0,#FF0000
486,249,0,#FF0000
486,251,0,#FF0000
486,253,0,#FF0000
484,255,0,#FF0000
484,256,0,#FF0000
484,258,0,#FF0000
484,260,0,#FF0000
484,262,0,#FF0000
484,264,0,#FF0000
484,265,0,#FF0000
484,267,0,#FF0000
484,269,0,#FF0000
484,271,0,#FF0000
484,273,0,#FF0000
484,275,0,#FF0000
484,276,0,#FF0000
484,278,0,#FF0000
484,280,0,#FF0000
484,282,0,#FF0000
484,284,0,#FF0000
484,285,0,#FF0000
484,287,0,#FF0000
484,289,0,#FF0000
484,291,0,#FF0000
484,293,0,#FF0000
484,295,0,#FF0000
486,295,0,#FF0000
486,296,0,#FF0000
486,298,0,#FF0000
487,298,0,#FF0000
487,300,0,#FF0000
487,302,0,#FF0000
489,304,0,#FF0000
489,305,0,#FF0000
491,305,0,#FF0000
491,307,0,#FF0000
491,309,0,#FF0000
493,311,0,#FF0000
495,313,0,#FF0000
497,315,0,#FF0000
498,315,0,#FF0000
498,316,0,#FF0000
500,318,0,#FF0000
502,320,0,#FF0000
504,322,0,#FF0000
506,322,0,#FF0000
507,322,0,#FF0000
509,324,0,#FF0000
509,325,0,#FF0000
509,327,0,#FF0000
511,327,0,#FF0000
513,327,0,#FF0000
515,329,0,#FF0000
517,331,0,#FF0000
518,331,0,#FF0000
520,331,0,#FF0000
520,333,0,#FF0000
520,335,0,#FF0000
522,335,0,#FF0000
524,335,0,#FF0000
526,336,0,#FF0000
526,338,0,#FF0000
527,338,0,#FF0000
527,340,0,#FF0000
527,342,0,#FF0000
529,342,0,#FF0000
531,342,0,#FF0000
531,344,0,#FF0000
533,344,0,#FF0000
535,345,0,#FF0000
537,345,0,#FF0000
538,345,0,#FF0000
538,347,0,#FF0000
538,349,0,#FF0000
540,349,0,#FF0000
542,349,0,#FF0000
542,351,0,#FF0000
544,351,0,#FF0000
546,353,0,#FF0000
547,353,0,#FF0000
549,353,0,#FF0000
551,355,0,#FF0000
553,355,0,#FF0000
555,355,0,#FF0000
557,355,0,#FF0000
558,355,0,#FF0000
560,356,0,#FF0000
562,356,0,#FF0000
564,356,0,#FF0000
566,356,0,#FF0000
567,356,0,#FF0000
569,356,0,#FF0000
571,356,0,#FF0000
573,358,0,#FF0000
575,358,0,#FF0000
577,358,0,#FF0000
578,358,0,#FF0000
580,358,0,#FF0000
582,360,0,#FF0000
584,360,0,#FF0000
586,360,0,#FF0000
587,360,0,#FF0000
589,360,0,#FF0000
591,360,0,#FF0000
593,360,0,#FF0000
595,360,0,#FF0000
597,360,0,#FF0000
598,360,0,#FF0000
600,360,0,#FF0000
602,360,0,#FF0000
604,360,0,#FF0000
606,360,0,#FF0000
607,360,0,#FF0000
609,360,0,#FF0000
611,360,0,#FF0000
613,360,0,#FF0000
615,360,0,#FF0000
617,360,0,#FF0000
618,360,0,#FF0000
618,358,0,#FF0000
618,356,0,#FF0000
620,356,0,#FF0000
622,356,0,#FF0000
622,355,0,#FF0000
622,353,0,#FF0000
624,353,0,#FF0000
626,351,0,#FF0000
627,349,0,#FF0000
627,347,0,#FF0000
627,345,0,#FF0000
629,345,0,#FF0000
629,344,0,#FF0000
629,342,0,#FF0000
631,340,0,#FF0000
631,338,0,#FF0000
631,336,0,#FF0000
633,335,0,#FF0000
633,333,0,#FF0000
633,331,0,#FF0000
633,329,0,#FF0000
633,327,0,#FF0000
633,325,0,#FF0000
633,324,0,#FF0000
633,322,0,#FF0000
633,320,0,#FF0000
633,318,0,#FF0000
633,316,0,#FF0000
633,315,0,#FF0000
633,313,0,#FF0000
633,311,0,#FF0000
633,309,0,#FF0000
633,307,0,#FF0000
633,305,0,#FF0000
633,304,0,#FF0000
633,302,0,#FF0000
633,300,0,#FF0000
633,298,0,#FF0000
633,296,0,#FF0000
633,295,0,#FF0000
633,293,0,#FF0000
633,291,0,#FF0000
633,289,0,#FF0000
633,287,0,#FF0000
633,285,0,#FF0000
633,284,0,#FF0000
631,282,0,#FF0000
631,280,0,#FF0000
631,278,0,#FF0000
631,276,0,#FF0000
631,275,0,#FF0000
631,273,0,#FF0000
631,271,0,#FF0000
631,269,0,#FF0000
629,267,0,#FF0000
629,265,0,#FF0000
629,264,0,#FF0000
629,262,0,#FF0000
629,260,0,#FF0000
629,258,0,#FF0000
629,256,0,#FF0000
629,255,0,#FF0000
629,253,0,#FF0000
629,251,0,#FF0000
629,249,0,#FF0000
629,247,0,#FF0000
629,245,0,#FF0000
629,244,0,#FF0000
629,242,0,#FF0000
629,240,0,#FF0000
629,238,0,#FF0000
629,236,0,#FF0000
629,235,0,#FF0000
629,233,0,#FF0000
629,231,0,#FF0000
629,229,0,#FF0000
629,227,0,#FF0000
629,225,0,#FF0000
631,224,0,#FF0000
633,222,0,#FF0000
633,220,0,#FF0000
633,218,0,#FF0000
635,216,0,#FF0000
637,215,0,#FF0000
637,213,0,#FF0000
637,211,0,#FF0000
638,211,0,#FF0000
640,211,0,#FF0000
640,209,0,#FF0000
640,207,0,#FF0000
642,205,0,#FF0000
644,204,0,#FF0000
646,204,0,#FF0000
647,204,0,#FF0000
647,202,0,#FF0000
649,202,0,#FF0000
651,202,0,#FF0000
653,202,0,#FF0000
655,202,0,#FF0000
657,202,0,#FF0000
658,204,0,#FF0000
660,204,0,#FF0000
662,204,0,#FF0000
662,205,0,#FF0000
662,207,0,#FF0000
664,207,0,#FF0000
666,207,0,#FF0000
666,209,0,#FF0000
666,211,0,#FF0000
667,211,0,#FF0000
667,213,0,#FF0000
667,215,0,#FF0000
669,216,0,#FF0000
669,218,0,#FF0000
669,220,0,#FF0000
669,222,0,#FF0000
669,224,0,#FF0000
669,225,0,#FF0000
669,227,0,#FF0000
669,229,0,#FF0000
671,231,0,#FF0000
671,233,0,#FF0000
671,235,0,#FF0000
671,236,0,#FF0000
671,238,0,#FF0000
671,240,0,#FF0000
671,242,0,#FF0000
671,244,0,#FF0000
671,245,0,#FF0000
671,247,0,#FF0000
671,249,0,#FF0000
671,251,0,#FF0000
671,253,0,#FF0000
671,255,0,#FF0000
671,256,0,#FF0000
671,258,0,#FF0000
671,260,0,#FF0000
671,262,0,#FF0000
671,264,0,#FF0000
671,265,0,#FF0000
671,267,0,#FF0000
671,269,0,#FF0000
671,271,0,#FF0000
671,273,0,#FF0000
671,275,0,#FF0000
671,276,0,#FF0000
671,278,0,#FF0000
673,280,0,#FF0000
673,282,0,#FF0000
673,284,0,#FF0000
673,285,0,#FF0000
673,287,0,#FF0000
673,289,0,#FF0000
673,291,0,#FF0000
673,293,0,#FF0000
675,295,0,#FF0000
675,296,0,#FF0000
675,298,0,#FF0000
675,300,0,#FF0000
675,302,0,#FF0000
675,304,0,#FF0000
675,305,0,#FF0000
677,305,0,#FF0000
677,307,0,#FF0000
677,309,0,#FF0000
677,311,0,#FF0000
677,313,0,#FF0000
678,315,0,#FF0000
678,316,0,#FF0000
680,318,0,#FF0000
680,320,0,#FF0000
680,322,0,#FF0000
680,324,0,#FF0000
682,324,0,#FF0000
684,325,0,#FF0000
684,327,0,#FF0000
684,329,0,#FF0000
684,331,0,#FF0000
686,333,0,#FF0000
687,335,0,#FF0000
689,336,0,#FF0000
691,338,0,#FF0000
693,340,0,#FF0000
695,342,0,#FF0000
697,344,0,#FF0000
698,345,0,#FF0000
700,345,0,#FF0000
702,345,0,#FF0000
702,347,0,#FF0000
702,349,0,#FF0000
704,349,0,#FF0000
706,349,0,#FF0000
707,351,0,#FF0000
709,353,0,#FF0000
711,353,0,#FF0000
713,353,0,#FF0000
715,353,0,#FF0000
717,355,0,#FF0000
717,356,0,#FF0000
718,356,0,#FF0000
720,356,0,#FF0000
722,358,0,#FF0000
724,358,0,#FF0000
726,358,0,#FF0000
727,360,0,#FF0000
729,360,0,#FF0000
731,360,0,#FF0000
733,362,0,#FF0000
735,362,0,#FF0000
737,362,0,#FF0000
738,364,0,#FF0000
740,364,0,#FF0000
742,364,0,#FF0000
744,365,0,#FF0000
746,365,0,#FF0000
746,367,0,#FF0000
747,367,0,#FF0000
749,367,0,#FF0000
751,367,0,#FF0000
753,367,0,#FF0000
755,369,0,#FF0000
757,369,0,#FF0000
758,369,0,#FF0000
760,371,0,#FF0000
762,371,0,#FF0000
764,371,0,#FF0000
766,371,0,#FF0000
767,371,0,#FF0000
769,371,0,#FF0000
771,371,0,#FF0000
773,371,0,#FF0000
775,371,0,#FF0000
777,371,0,#FF0000
778,371,0,#FF0000
780,371,0,#FF0000
782,371,0,#FF0000
782,369,0,#FF0000
784,369,0,#FF0000
786,367,0,#FF0000
787,367,0,#FF0000
789,367,0,#FF0000
789,365,0,#FF0000
791,365,0,#FF0000
793,364,0,#FF0000
795,362,0,#FF0000
797,360,0,#FF0000
798,360,0,#FF0000
800,360,0,#FF0000
800,358,0,#FF0000
800,356,0,#FF0000
802,356,0,#FF0000
804,356,0,#FF0000
804,355,0,#FF0000
804,353,0,#FF0000
806,353,0,#FF0000
806,351,0,#FF0000
807,349,0,#FF0000
807,347,0,#FF0000
807,345,0,#FF0000
809,345,0,#FF0000
809,344,0,#FF0000
811,342,0,#FF0000
811,340,0,#FF0000
811,338,0,#FF0000
811,336,0,#FF0000
811,335,0,#FF0000
811,333,0,#FF0000
813,331,0,#FF0000
815,329,0,#FF0000
815,327,0,#FF0000
815,325,0,#FF0000
815,324,0,#FF0000
815,322,0,#FF0000
815,320,0,#FF0000
817,318,0,#FF0000
817,316,0,#FF0000
817,315,0,#FF0000
817,313,0,#FF0000
818,313,0,#FF0000
818,311,0,#FF0000
818,309,0,#FF0000
818,307,0,#FF0000
818,305,0,#FF0000
820,304,0,#FF0000
820,302,0,#FF0000
820,300,0,#FF0000
820,298,0,#FF0000
820,296,0,#FF0000
822,295,0,#FF0000
822,293,0,#FF0000
822,291,0,#FF0000
822,289,0,#FF0000
822,287,0,#FF0000
824,285,0,#FF0000
824,284,0,#FF0000
824,282,0,#FF0000
824,280,0,#FF0000
826,278,0,#FF0000
826,276,0,#FF0000
826,275,0,#FF0000
826,273,0,#FF0000
826,271,0,#FF0000
826,269,0,#FF0000
826,267,0,#FF0000
826,265,0,#FF0000
827,264,0,#FF0000
827,262,0,#FF0000
827,260,0,#FF0000
827,258,0,#FF0000
827,256,0,#FF0000
827,255,0,#FF0000
827,253,0,#FF0000
827,251,0,#FF0000
827,249,0,#FF0000
827,247,0,#FF0000
827,245,0,#FF0000
827,244,0,#FF0000
826,244,0,#FF0000
826,242,0,#FF0000
826,240,0,#FF0000
826,238,0,#FF0000
824,236,0,#FF0000
824,235,0,#FF0000
822,233,0,#FF0000
822,231,0,#FF0000
822,229,0,#FF0000
820,227,0,#FF0000
820,225,0,#FF0000
818,224,0,#FF0000
818,222,0,#FF0000
818,220,0,#FF0000
818,218,0,#FF0000
817,216,0,#FF0000
817,215,0,#FF0000
815,213,0,#FF0000
815,211,0,#FF0000
815,209,0,#FF0000
815,207,0,#FF0000
813,205,0,#FF0000
813,204,0,#FF0000
813,202,0,#FF0000
813,200,0,#FF0000
811,198,0,#FF0000
811,196,0,#FF0000
811,195,0,#FF0000
811,193,0,#FF0000
811,191,0,#FF0000
811,189,0,#FF0000
811,187,0,#FF0000
811,185,0,#FF0000
811,184,0,#FF0000
811,182,0,#FF0000
811,180,0,#FF0000
811,178,0,#FF0000
811,176,0,#FF0000
811,175,0,#FF0000
811,173,0,#FF0000
811,171,0,#FF0000
811,169,0,#FF0000
811,167,0,#FF0000
811,165,0,#FF0000
811,164,0,#FF0000
811,162,0,#FF0000
811,160,0,#FF0000
813,160,0,#FF0000
813,158,0,#FF0000
813,156,0,#FF0000
815,156,0,#FF0000
815,155,0,#FF0000
815,153,0,#FF0000
817,151,0,#FF0000
818,151,0,#FF0000
820,151,0,#FF0000
822,151,0,#FF0000
824,151,0,#FF0000
826,151,0,#FF0000
826,153,0,#FF0000
827,153,0,#FF0000
829,153,0,#FF0000
831,155,0,#FF0000
833,156,0,#FF0000
833,158,0,#FF0000
835,160,0,#FF0000
837,160,0,#FF0000
838,162,0,#FF0000
840,164,0,#FF0000
842,165,0,#FF0000
844,167,0,#FF0000
846,169,0,#FF0000
847,171,0,#FF0000
849,173,0,#FF0000
851,175,0,#FF0000
853,176,0,#FF0000
855,178,0,#FF0000
857,180,0,#FF0000
858,180,0,#FF0000
860,180,0,#FF0000
862,180,0,#FF0000
864,180,0,#FF0000
866,180,0,#FF0000
867,180,0,#FF0000
869,180,0,#FF0000
871,178,0,#FF0000
873,178,0,#FF0000
875,176,0,#FF0000
877,176,0,#FF0000
877,175,0,#FF0000
878,175,0,#FF0000
880,175,0,#FF0000
882,173,0,#FF0000
884,173,0,#FF0000
884,171,0,#FF0000
886,171,0,#FF0000
886,169,0,#FF0000
887,169,0,#FF0000
887,167,0,#FF0000
889,167,0,#FF0000
891,167,0,#FF0000
891,165,0,#FF0000
891,164,0,#FF0000
893,164,0,#FF0000
893,162,0,#FF0000
895,162,0,#FF0000
895,160,0,#FF0000
897,160,0,#FF0000
898,160,0,#FF0000
898,158,0,#FF0000
898,156,0,#FF0000
900,156,0,#FF0000
900,155,0,#FF0000
902,155,0,#FF0000
902,153,0,#FF0000
904,153,0,#FF0000
904,151,0,#FF0000
906,151,0,#FF0000
906,149,0,#FF0000
907,149,0,#FF0000
909,149,0,#FF0000
909,147,0,#FF0000
911,147,0,#FF0000
913,147,0,#FF0000
915,147,0,#FF0000
917,149,0,#FF0000
917,151,0,#FF0000
917,153,0,#FF0000
917,155,0,#FF0000
917,156,0,#FF0000
917,158,0,#FF0000
917,160,0,#FF0000
917,162,0,#FF0000
917,164,0,#FF0000
917,165,0,#FF0000
917,167,0,#FF0000
917,169,0,#FF0000
917,171,0,#FF0000
917,173,0,#FF0000
917,175,0,#FF0000
917,176,0,#FF0000
917,178,0,#FF0000
917,180,0,#FF0000
915,182,0,#FF0000
915,184,0,#FF0000
913,185,0,#FF0000
913,187,0,#FF0000
913,189,0,#FF0000
913,191,0,#FF0000
913,193,0,#FF0000
911,195,0,#FF0000
909,196,0,#FF0000
909,198,0,#FF0000
909,200,0,#FF0000
907,200,0,#FF0000
906,200,0,#FF0000
906,202,0,#FF0000
906,204,0,#FF0000
904,204,0,#FF0000
902,204,0,#FF0000
902,205,0,#FF0000
902,207,0,#FF0000
900,207,0,#FF0000
898,207,0,#FF0000
898,209,0,#FF0000
898,211,0,#FF0000
897,213,0,#FF0000
897,215,0,#FF0000
897,216,0,#FF0000
897,218,0,#FF0000
897,220,0,#FF0000
897,222,0,#FF0000
897,224,0,#FF0000
897,225,0,#FF0000
897,227,0,#FF0000
897,229,0,#FF0000
895,231,0,#FF0000
895,233,0,#FF0000
895,235,0,#FF0000
895,236,0,#FF0000
895,238,0,#FF0000
895,240,0,#FF0000
895,242,0,#FF0000
895,244,0,#FF0000
895,245,0,#FF0000
895,247,0,#FF0000
895,249,0,#FF0000
895,251,0,#FF0000
895,253,0,#FF0000
895,255,0,#FF0000
895,256,0,#FF0000
895,258,0,#FF0000
897,260,0,#FF0000
897,262,0,#FF0000
897,264,0,#FF0000
897,265,0,#FF0000
897,267,0,#FF0000
898,269,0,#FF0000
898,271,0,#FF0000
898,273,0,#FF0000
900,273,0,#FF0000
902,275,0,#FF0000
902,276,0,#FF0000
904,278,0,#FF0000
904,280,0,#FF0000
904,282,0,#FF0000
906,284,0,#FF0000
907,285,0,#FF0000
907,287,0,#FF0000
909,289,0,#FF0000
909,291,0,#FF0000
909,293,0,#FF0000
911,295,0,#FF0000
911,296,0,#FF0000
911,298,0,#FF0000
913,298,0,#FF0000
913,300,0,#FF0000
913,302,0,#FF0000
915,304,0,#FF0000
917,305,0,#FF0000
917,307,0,#FF0000
917,309,0,#FF0000
918,309,0,#FF0000
918,311,0,#FF0000
918,313,0,#FF0000
920,313,0,#FF0000
920,315,0,#FF0000
920,316,0,#FF0000
922,316,0,#FF0000
922,318,0,#FF0000
922,320,0,#FF0000
924,320,0,#FF0000
924,322,0,#FF0000
924,324,0,#FF0000
926,324,0,#FF0000
927,325,0,#FF0000
927,327,0,#FF0000
927,329,0,#FF0000
929,329,0,#FF0000
931,331,0,#FF0000
931,333,0,#FF0000
931,335,0,#FF0000
933,335,0,#FF0000
933,336,0,#FF0000
935,338,0,#FF0000
935,340,0,#FF0000
937,340,0,#FF0000
937,342,0,#FF0000
938,342,0,#FF0000
938,344,0,#FF0000
938,345,0,#FF0000
940,347,0,#FF0000
942,349,0,#FF0000
944,351,0,#FF0000
946,353,0,#FF0000
947,353,0,#FF0000
949,353,0,#FF0000
949,355,0,#FF0000
949,356,0,#FF0000
951,356,0,#FF0000
953,356,0,#FF0000
953,358,0,#FF0000
955,358,0,#FF0000
957,358,0,#FF0000
958,358,0,#FF0000
960,358,0,#FF0000
962,360,0,#FF0000
964,360,0,#FF0000
966,360,0,#FF0000
967,360,0,#FF0000
969,360,0,#FF0000
971,360,0,#FF0000
971,362,0,#FF0000
973,362,0,#FF0000
975,362,0,#FF0000
977,362,0,#FF0000
978,362,0,#FF0000
978,364,0,#FF0000
980,364,0,#FF0000
982,364,0,#FF0000
984,364,0,#FF0000
986,364,0,#FF0000
987,364,0,#FF0000
989,364,0,#FF0000
991,364,0,#FF0000
993,364,0,#FF0000
995,364,0,#FF0000
997,364,0,#FF0000
998,364,0,#FF0000
1000,364,0,#FF0000
1000,362,0,#FF0000
1000,360,0,#FF0000
1002,360,0,#FF0000
1002,358,0,#FF0000
1004,356,0,#FF0000
1006,356,0,#FF0000
1006,355,0,#FF0000
1007,353,0,#FF0000
1009,351,0,#FF0000
1009,349,0,#FF0000
1011,349,0,#FF0000
1011,347,0,#FF0000
1011,345,0,#FF0000
1013,344,0,#FF0000
1013,342,0,#FF0000
1015,342,0,#FF0000
1015,340,0,#FF0000
1015,338,0,#FF0000
1017,338,0,#FF0000
1017,336,0,#FF0000
1018,336,0,#FF0000
1018,335,0,#FF0000
1020,335,0,#FF0000
1022,335,0,#FF0000
1024,335,0,#FF0000
1026,335,0,#FF0000
1027,335,0,#FF0000
1029,335,0,#FF0000
1029,336,0,#FF0000
1031,336,0,#FF0000
1031,338,0,#FF0000
1033,338,0,#FF0000
1033,340,0,#FF0000
1033,342,0,#FF0000
1035,342,0,#FF0000
1037,342,0,#FF0000
1037,344,0,#FF0000
1037,345,0,#FF0000
1038,345,0,#FF0000
1040,345,0,#FF0000
1040,347,0,#FF0000
1040,349,0,#FF0000
1042,349,0,#FF0000
1044,349,0,#FF0000
1044,351,0,#FF0000
1044,353,0,#FF0000
1046,353,0,#FF0000
1047,353,0,#FF0000
1049,355,0,#FF0000
1051,355,0,#FF0000
1053,356,0,#FF0000
1055,356,0,#FF0000
1057,356,0,#FF0000
1058,356,0,#FF0000
1060,356,0,#FF0000
1062,356,0,#FF0000
1064,356,0,#FF0000
1066,356,0,#FF0000
1067,356,0,#FF0000
1069,356,0,#FF0000
1071,356,0,#FF0000
1073,356,0,#FF0000
1075,356,0,#FF0000
1077,356,0,#FF0000
1078,356,0,#FF0000
1080,356,0,#FF0000
1082,356,0,#FF0000
1084,356,0,#FF0000
1086,355,0,#FF0000
1087,355,0,#FF0000
1087,353,0,#FF0000
1089,353,0,#FF0000
1091,353,0,#FF0000
1093,351,0,#FF0000
1095,349,0,#FF0000
1097,347,0,#FF0000
1098,347,0,#FF0000
1098,345,0,#FF0000
1100,345,0,#FF0000
1100,344,0,#FF0000
1102,344,0,#FF0000
1102,342,0,#FF0000
1104,340,0,#FF0000
1104,338,0,#FF0000
1106,338,0,#FF0000
1107,336,0,#FF0000
1107,335,0,#FF0000
1109,335,0,#FF0000
1109,333,0,#FF0000
1111,333,0,#FF0000
1111,331,0,#FF0000
1113,331,0,#FF0000
1115,329,0,#FF0000
1115,327,0,#FF0000
1117,327,0,#FF0000
1117,325,0,#FF0000
1118,325,0,#FF0000
1118,324,0,#FF0000
1120,324,0,#FF0000
1120,322,0,#FF0000
1120,320,0,#FF0000
1122,318,0,#FF0000
1122,316,0,#FF0000
1122,315,0,#FF0000
1124,315,0,#FF0000
1124,313,0,#FF0000
1124,311,0,#FF0000
1124,309,0,#FF0000
1124,307,0,#FF0000
1124,305,0,#FF0000
1124,304,0,#FF0000
1124,302,0,#FF0000
1126,300,0,#FF0000
1126,298,0,#FF0000
1126,296,0,#FF0000
1126,295,0,#FF0000
1126,293,0,#FF0000
1126,291,0,#FF0000
1126,289,0,#FF0000
1126,287,0,#FF0000
1126,285,0,#FF0000
1126,284,0,#FF0000
1126,282,0,#FF0000
1126,280,0,#FF0000
1126,278,0,#FF0000
1126,276,0,#FF0000
1126,275,0,#FF0000
1126,273,0,#FF0000
1126,271,0,#FF0000
1126,269,0,#FF0000
1126,267,0,#FF0000
1126,265,0,#FF0000
1126,264,0,#FF0000
1126,262,0,#FF0000
1126,260,0,#FF0000
1126,258,0,#FF0000
1124,258,0,#FF0000
1124,256,0,#FF0000
1124,255,0,#FF0000
1122,253,0,#FF0000
1122,251,0,#FF0000
1120,251,0,#FF0000
1120,249,0,#FF0000
1120,247,0,#FF0000
1120,245,0,#FF0000
1120,244,0,#FF0000
1118,244,0,#FF0000
1117,244,0,#FF0000
1117,242,0,#FF0000
1117,240,0,#FF0000
1117,238,0,#FF0000
1117,236,0,#FF0000
1115,236,0,#FF0000
1113,236,0,#FF0000
1113,235,0,#FF0000
1113,233,0,#FF0000
1111,231,0,#FF0000
1111,229,0,#FF0000
1109,227,0,#FF0000
1109,225,0,#FF0000
1109,224,0,#FF0000
1109,222,0,#FF0000
1107,222,0,#FF0000
1107,220,0,#FF0000
1107,218,0,#FF0000
1106,218,0,#FF0000
1106,216,0,#FF0000
1106,215,0,#FF0000
1104,213,0,#FF0000
1104,211,0,#FF0000
1104,209,0,#FF0000
1104,207,0,#FF0000
1102,207,0,#FF0000
1102,205,0,#FF0000
1102,204,0,#FF0000
1102,202,0,#FF0000
1102,200,0,#FF0000
1100,198,0,#FF0000
1100,196,0,#FF0000
1100,195,0,#FF0000
1100,193,0,#FF0000
1098,193,0,#FF0000
1098,191,0,#FF0000
1098,189,0,#FF0000
1098,187,0,#FF0000
1098,185,0,#FF0000
1098,184,0,#FF0000
1098,182,0,#FF0000
1100,180,0,#FF0000
1102,178,0,#FF0000
1104,178,0,#FF0000
1106,178,0,#FF0000
1107,178,0,#FF0000
1109,178,0,#FF0000
1111,178,0,#FF0000
1113,178,0,#FF0000
1115,180,0,#FF0000
1117,180,0,#FF0000
1117,182,0,#FF0000
1118,182,0,#FF0000
1120,182,0,#FF0000
1122,182,0,#FF0000
1124,182,0,#FF0000
1124,184,0,#FF0000
1126,185,0,#FF0000
1127,185,0,#FF0000
1129,187,0,#FF0000
1131,189,0,#FF0000
1133,191,0,#FF0000
1135,193,0,#FF0000
1137,195,0,#FF0000
1137,196,0,#FF0000
1138,196,0,#FF0000
1138,198,0,#FF0000
